year;industry;value
2012.0;   Furniture and Related Product Manufacturing;3900.0
2012.0;   Miscellaneous Manufacturing;9900.0
2012.0;  Durables;99600.0
2012.0;  Non-durables;65100.0
2012.0;Services-Producing Sector;1821000.0
2012.0;Trade;346900.0
2012.0;   Wholesale;81500.0
2012.0;      Farm Product Wholesaler-Distributors;
2012.0;      Petroleum Product Wholesaler-Distributors;
2012.0;      Food, Beverage and Tobacco Wholesaler-Distributors;9800.0
2012.0;      Personal and Household Goods Wholesaler-Distributors;10700.0
2012.0;      Motor Vehicle and Parts Wholesaler-Distributors;6600.0
2012.0;      Building Material and Supplies Wholesaler-Distributors;15500.0
2012.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;21000.0
2012.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;15800.0
2012.0;   Retail;265400.0
2012.0;      Motor Vehicle and Parts Dealers;28300.0
2012.0;      Furniture and Home Furnishings Stores;9200.0
2012.0;      Electronics and Appliance Stores;14400.0
2012.0;      Building Material and Garden Equipment and Supplies Dealers;19100.0
2012.0;      Food and Beverage Stores;65900.0
2012.0;      Health and Personal Care Stores;22400.0
2012.0;      Gasoline Stations;10300.0
2012.0;      Clothing and Clothing Accessories Stores;26000.0
2012.0;      Sporting Goods, Hobby, Book and Music Stores;13800.0
2012.0;      General Merchandise Stores;30100.0
2012.0;      Miscellaneous Store Retailers;20100.0
2012.0;      Non-Store Retailers;5800.0
2012.0;Transportation and Warehousing;129300.0
2012.0;   Transportation;118700.0
2012.0;      Air Transportation;10600.0
2012.0;      Rail Transportation;8000.0
2012.0;      Water Transportation;4900.0
2012.0;      Truck Transportation;32000.0
2012.0;      Transit and Ground Passenger Transportation;20900.0
2012.0;      Pipeline Transportation;
2012.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;23100.0
2012.0;      Postal Service;9400.0
2012.0;      Couriers and Messengers;9600.0
2012.0;   Warehousing and Storage;10600.0
2012.0;Finance, Insurance, Real Estate and Leasing;136500.0
2012.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;43500.0
2012.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;18100.0
2012.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;25800.0
2012.0;   Real Estate;43000.0
2012.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;6100.0
2012.0;Professional, Scientific and Technical Services;170200.0
2012.0;   Legal Services;18400.0
2012.0;   Accounting and Tax Preparation;19500.0
2012.0;   Architectural, Engineering and Design Services;47400.0
2012.0;   Computer System Design Services;40500.0
2012.0;   Management, Scientific and Technical Services;27400.0
2012.0;   Advertising and Related Services;7200.0
2012.0;   Other Professional Services;9800.0
2012.0;Business, Building and Other Support Services;96800.0
2012.0;   Employment Services;4300.0
2012.0;   Business Services;9700.0
2012.0;   Travelling Services;10900.0
2012.0;   Security Services;14400.0
2012.0;   Building Services;47800.0
2012.0;   Management of Enterprises and Other Administrative Services;4400.0
2012.0;   Waste Management and Remediation Services;5300.0
2012.0;Educational Services;164500.0
2012.0;   Primary and Secondary;90000.0
2012.0;   Post-Secondary;13200.0
2012.0;   University;36400.0
2012.0;   Other Schools and Educational Support;24900.0
2012.0;Health Care and Social Assistance;275200.0
2012.0;   Ambulatory Health Care Services;75700.0
2012.0;   Hospitals;100300.0
2012.0;   Nursing and Residential Care Facilities;42100.0
2012.0;   Social Assistance;57100.0
2012.0;Information, culture and recreation;108900.0
2012.0;   Publishing Industries;13000.0
2012.0;   Motion Picture and Sound Recording Industries;8300.0
2012.0;   Broadcasting and Telecommunications;21200.0
2012.0;   Information Services and Data Processing Services;4800.0
2012.0;   Performing Arts, Spectator Sports and Related Industries;17400.0
2012.0;   Heritage Institutions;3100.0
2012.0;   Amusement, Gambling and Recreation Industries;41100.0
2012.0;Accommodation and food services;182700.0
2012.0;   Accommodation Services;42700.0
2012.0;   Food Services and Drinking Places;140000.0
2012.0;Other services;109500.0
2012.0;   Repair and Maintenance;38900.0
2012.0;   Personal and Laundry Services;32300.0
2012.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;24200.0
2012.0;   Private Households;14100.0
2012.0;Public administration;100500.0
2012.0;   Federal Government Public Administration (including Defence Services);42300.0
2012.0;   Provincial and Territorial Public Administration;27300.0
2012.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;30900.0
2013.0;All industries;2265600.0
2013.0;Goods-Producing Sector;442100.0
2013.0;Agriculture;28000.0
2013.0;   Crop Production;14000.0
2013.0;   Animal Production;10300.0
2013.0;   Mix farming;1600.0
2013.0;   Support Activities for Agriculture;2000.0
2013.0;Forestry, fishing, mining, quarrying, oil and gas;46800.0
2013.0;   Forestry and Logging with support activities;17600.0
2013.0;   Fishing, Hunting and Trapping;1600.0
2013.0;   Mining and Oil and Gas Extraction;27600.0
2013.0;      Oil and Gas Extraction;4200.0
2013.0;      Mining (except Oil and Gas) & Mix Mining;13800.0
2013.0;      Support Activities for Mining and Oil and Gas Extraction;9600.0
2013.0;Utilities;11200.0
2013.0;Construction;204400.0
2013.0;  Construction of Buildings;63300.0
2013.0;     Residential Building Construction;50700.0
2013.0;     Non-residential Building Construction;12600.0
2013.0;  Heavy and Civil Engineering Construction;21900.0
2013.0;     Utility System Construction;6200.0
2013.0;     Land Subdivision;2400.0
2013.0;     Highway, Street and Bridge Construction;11400.0
2013.0;     Other Heavy and Civil Engineering Construction;2000.0
2013.0;   Trade Contracting;119200.0
2013.0;     Foundation Structure and Building Exterior Contractors;27200.0
2013.0;     Building Equipment Contractors;46400.0
2013.0;     Building Finishing Contractors;31000.0
2013.0;     Other Specialty Trade Contractors;14600.0
2013.0;Manufacturing;151700.0
2013.0;   Food Manufacturing;21900.0
2013.0;   Beverage and Tobacco Product Manufacturing;4800.0
2013.0;   Textile Mills & Textile Product Mills;
2013.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3100.0
2013.0;   Wood Product Manufacturing;30200.0
2013.0;   Paper Manufacturing;10500.0
2013.0;   Printing and Related Support Activities;6500.0
2013.0;   Petroleum and Coal Products Manufacturing;
2013.0;   Chemical Manufacturing;6500.0
2013.0;   Plastics and Rubber Products Manufacturing;6400.0
2013.0;   Non-Metallic Mineral Product Manufacturing;4600.0
2013.0;   Primary Metal Manufacturing;5000.0
2013.0;   Fabricated Metal Product Manufacturing;11100.0
2013.0;   Machinery Manufacturing;9400.0
2013.0;   Computer and Electronic Product Manufacturing;6200.0
2013.0;   Electrical Equipment, Appliance and Component Manufacturing;2900.0
2013.0;   Transportation Equipment Manufacturing;8500.0
2013.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;4000.0
2013.0;      Other Transportation Equipment Manufacturing;4500.0
2013.0;   Furniture and Related Product Manufacturing;3100.0
2013.0;   Miscellaneous Manufacturing;9800.0
2013.0;  Durables;90900.0
2013.0;  Non-durables;60800.0
2013.0;Services-Producing Sector;1823500.0
2013.0;Trade;360500.0
2013.0;   Wholesale;82000.0
2013.0;      Farm Product Wholesaler-Distributors;
2013.0;      Petroleum Product Wholesaler-Distributors;
2013.0;      Food, Beverage and Tobacco Wholesaler-Distributors;14600.0
2013.0;      Personal and Household Goods Wholesaler-Distributors;8800.0
2013.0;      Motor Vehicle and Parts Wholesaler-Distributors;5500.0
2013.0;      Building Material and Supplies Wholesaler-Distributors;16200.0
2013.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;19200.0
2013.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;16100.0
2013.0;   Retail;278500.0
2013.0;      Motor Vehicle and Parts Dealers;33100.0
2013.0;      Furniture and Home Furnishings Stores;10400.0
2013.0;      Electronics and Appliance Stores;14400.0
2013.0;      Building Material and Garden Equipment and Supplies Dealers;17400.0
2013.0;      Food and Beverage Stores;70700.0
2013.0;      Health and Personal Care Stores;27700.0
2013.0;      Gasoline Stations;7700.0
2013.0;      Clothing and Clothing Accessories Stores;29300.0
2013.0;      Sporting Goods, Hobby, Book and Music Stores;12200.0
2013.0;      General Merchandise Stores;26800.0
2013.0;      Miscellaneous Store Retailers;21200.0
2013.0;      Non-Store Retailers;7600.0
2013.0;Transportation and Warehousing;127300.0
2013.0;   Transportation;118000.0
2013.0;      Air Transportation;11900.0
2013.0;      Rail Transportation;6800.0
2013.0;      Water Transportation;7500.0
2013.0;      Truck Transportation;36100.0
2013.0;      Transit and Ground Passenger Transportation;18200.0
2013.0;      Pipeline Transportation;
2013.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;22900.0
2013.0;      Postal Service;6700.0
2013.0;      Couriers and Messengers;7500.0
2013.0;   Warehousing and Storage;9300.0
2013.0;Finance, Insurance, Real Estate and Leasing;139600.0
2013.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;43600.0
2013.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;15700.0
2013.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;28700.0
2013.0;   Real Estate;43700.0
2013.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;8000.0
2013.0;Professional, Scientific and Technical Services;178300.0
2013.0;   Legal Services;23500.0
2013.0;   Accounting and Tax Preparation;24400.0
2013.0;   Architectural, Engineering and Design Services;54100.0
2013.0;   Computer System Design Services;39700.0
2013.0;   Management, Scientific and Technical Services;21100.0
2013.0;   Advertising and Related Services;6200.0
2013.0;   Other Professional Services;9300.0
2013.0;Business, Building and Other Support Services;98800.0
2013.0;   Employment Services;6900.0
2013.0;   Business Services;8500.0
2013.0;   Travelling Services;9000.0
2013.0;   Security Services;15700.0
2013.0;   Building Services;50400.0
2013.0;   Management of Enterprises and Other Administrative Services;3300.0
2013.0;   Waste Management and Remediation Services;5100.0
2013.0;Educational Services;166700.0
2013.0;   Primary and Secondary;91100.0
2013.0;   Post-Secondary;13200.0
2013.0;   University;38400.0
2013.0;   Other Schools and Educational Support;23900.0
2013.0;Health Care and Social Assistance;267200.0
2013.0;   Ambulatory Health Care Services;73300.0
2013.0;   Hospitals;104100.0
2013.0;   Nursing and Residential Care Facilities;38800.0
2013.0;   Social Assistance;51100.0
2013.0;Information, culture and recreation;107400.0
2013.0;   Publishing Industries;13300.0
2013.0;   Motion Picture and Sound Recording Industries;11200.0
2013.0;   Broadcasting and Telecommunications;17700.0
2013.0;   Information Services and Data Processing Services;7500.0
2013.0;   Performing Arts, Spectator Sports and Related Industries;18700.0
2013.0;   Heritage Institutions;2800.0
2013.0;   Amusement, Gambling and Recreation Industries;36200.0
2013.0;Accommodation and food services;179500.0
2013.0;   Accommodation Services;37900.0
2013.0;   Food Services and Drinking Places;141600.0
2013.0;Other services;99400.0
2013.0;   Repair and Maintenance;34500.0
2013.0;   Personal and Laundry Services;32500.0
2013.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;20500.0
2013.0;   Private Households;11900.0
2013.0;Public administration;98700.0
2013.0;   Federal Government Public Administration (including Defence Services);34700.0
2013.0;   Provincial and Territorial Public Administration;28300.0
2013.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;35700.0
2014.0;All industries;2278400.0
2014.0;Goods-Producing Sector;449900.0
2014.0;Agriculture;24300.0
2014.0;   Crop Production;12400.0
2014.0;   Animal Production;8000.0
2014.0;   Mix farming;1700.0
2014.0;   Support Activities for Agriculture;2200.0
2014.0;Forestry, fishing, mining, quarrying, oil and gas;50000.0
2014.0;   Forestry and Logging with support activities;19200.0
2014.0;   Fishing, Hunting and Trapping;2000.0
2014.0;   Mining and Oil and Gas Extraction;28700.0
2014.0;      Oil and Gas Extraction;6200.0
2014.0;      Mining (except Oil and Gas) & Mix Mining;13200.0
2014.0;      Support Activities for Mining and Oil and Gas Extraction;9400.0
2014.0;Utilities;13700.0
2014.0;Construction;200500.0
2014.0;  Construction of Buildings;69400.0
2014.0;     Residential Building Construction;58800.0
2014.0;     Non-residential Building Construction;10600.0
2014.0;  Heavy and Civil Engineering Construction;21500.0
2014.0;     Utility System Construction;7300.0
2014.0;     Land Subdivision;
2014.0;     Highway, Street and Bridge Construction;10500.0
2014.0;     Other Heavy and Civil Engineering Construction;2300.0
2014.0;   Trade Contracting;109700.0
2014.0;     Foundation Structure and Building Exterior Contractors;25500.0
2014.0;     Building Equipment Contractors;43300.0
2014.0;     Building Finishing Contractors;30000.0
2014.0;     Other Specialty Trade Contractors;11000.0
2014.0;Manufacturing;161400.0
2014.0;   Food Manufacturing;21900.0
2014.0;   Beverage and Tobacco Product Manufacturing;6200.0
2014.0;   Textile Mills & Textile Product Mills;2600.0
2014.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;4200.0
2014.0;   Wood Product Manufacturing;33700.0
2014.0;   Paper Manufacturing;12200.0
2014.0;   Printing and Related Support Activities;5500.0
2014.0;   Petroleum and Coal Products Manufacturing;
2014.0;   Chemical Manufacturing;7100.0
2014.0;   Plastics and Rubber Products Manufacturing;4300.0
2014.0;   Non-Metallic Mineral Product Manufacturing;5100.0
2014.0;   Primary Metal Manufacturing;2300.0
2014.0;   Fabricated Metal Product Manufacturing;12300.0
2014.0;   Machinery Manufacturing;8600.0
2014.0;   Computer and Electronic Product Manufacturing;8000.0
2014.0;   Electrical Equipment, Appliance and Component Manufacturing;3800.0
2014.0;   Transportation Equipment Manufacturing;9600.0
2014.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;4200.0
2014.0;      Other Transportation Equipment Manufacturing;5400.0
2014.0;   Furniture and Related Product Manufacturing;3200.0
2014.0;   Miscellaneous Manufacturing;10000.0
2014.0;  Durables;96500.0
2014.0;  Non-durables;64900.0
2014.0;Services-Producing Sector;1828500.0
2014.0;Trade;358000.0
2014.0;   Wholesale;80500.0
2014.0;      Farm Product Wholesaler-Distributors;
2014.0;      Petroleum Product Wholesaler-Distributors;
2014.0;      Food, Beverage and Tobacco Wholesaler-Distributors;13000.0
2014.0;      Personal and Household Goods Wholesaler-Distributors;10100.0
2014.0;      Motor Vehicle and Parts Wholesaler-Distributors;5900.0
2014.0;      Building Material and Supplies Wholesaler-Distributors;14500.0
2014.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;21700.0
2014.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;13900.0
2014.0;   Retail;277500.0
2014.0;      Motor Vehicle and Parts Dealers;28500.0
2014.0;      Furniture and Home Furnishings Stores;9200.0
2014.0;      Electronics and Appliance Stores;15400.0
2014.0;      Building Material and Garden Equipment and Supplies Dealers;20300.0
2014.0;      Food and Beverage Stores;72500.0
2014.0;      Health and Personal Care Stores;22700.0
2014.0;      Gasoline Stations;7700.0
2014.0;      Clothing and Clothing Accessories Stores;32200.0
2014.0;      Sporting Goods, Hobby, Book and Music Stores;11300.0
2014.0;      General Merchandise Stores;28200.0
2014.0;      Miscellaneous Store Retailers;21900.0
2014.0;      Non-Store Retailers;7500.0
2014.0;Transportation and Warehousing;133800.0
2014.0;   Transportation;124900.0
2014.0;      Air Transportation;13200.0
2014.0;      Rail Transportation;6200.0
2014.0;      Water Transportation;6100.0
2014.0;      Truck Transportation;36900.0
2014.0;      Transit and Ground Passenger Transportation;19600.0
2014.0;      Pipeline Transportation;
2014.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;24200.0
2014.0;      Postal Service;7400.0
2014.0;      Couriers and Messengers;11200.0
2014.0;   Warehousing and Storage;8900.0
2014.0;Finance, Insurance, Real Estate and Leasing;137200.0
2014.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;43800.0
2014.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;18200.0
2014.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;26900.0
2014.0;   Real Estate;40200.0
2014.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;8000.0
2014.0;Professional, Scientific and Technical Services;182300.0
2014.0;   Legal Services;21400.0
2014.0;   Accounting and Tax Preparation;25200.0
2014.0;   Architectural, Engineering and Design Services;45600.0
2014.0;   Computer System Design Services;43800.0
2014.0;   Management, Scientific and Technical Services;28600.0
2014.0;   Advertising and Related Services;7800.0
2014.0;   Other Professional Services;9900.0
2014.0;Business, Building and Other Support Services;87900.0
2014.0;   Employment Services;6200.0
2014.0;   Business Services;8500.0
2014.0;   Travelling Services;7000.0
2014.0;   Security Services;15900.0
2014.0;   Building Services;39200.0
2014.0;   Management of Enterprises and Other Administrative Services;5500.0
2014.0;   Waste Management and Remediation Services;5600.0
2014.0;Educational Services;166300.0
2014.0;   Primary and Secondary;95100.0
2014.0;   Post-Secondary;12800.0
2014.0;   University;31300.0
2014.0;   Other Schools and Educational Support;27000.0
2014.0;Health Care and Social Assistance;269800.0
2014.0;   Ambulatory Health Care Services;70600.0
2014.0;   Hospitals;92700.0
2014.0;   Nursing and Residential Care Facilities;47300.0
2014.0;   Social Assistance;59100.0
2014.0;Information, culture and recreation;107700.0
2014.0;   Publishing Industries;11600.0
2014.0;   Motion Picture and Sound Recording Industries;10600.0
2014.0;   Broadcasting and Telecommunications;21400.0
2014.0;   Information Services and Data Processing Services;5800.0
2014.0;   Performing Arts, Spectator Sports and Related Industries;17200.0
2014.0;   Heritage Institutions;3500.0
2014.0;   Amusement, Gambling and Recreation Industries;37600.0
2014.0;Accommodation and food services;185300.0
2014.0;   Accommodation Services;39600.0
2014.0;   Food Services and Drinking Places;145700.0
2014.0;Other services;102400.0
2014.0;   Repair and Maintenance;33600.0
2014.0;   Personal and Laundry Services;34100.0
2014.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;24300.0
2014.0;   Private Households;10500.0
2014.0;Public administration;97900.0
2014.0;   Federal Government Public Administration (including Defence Services);32100.0
2014.0;   Provincial and Territorial Public Administration;29100.0
2014.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;36600.0
2015.0;All industries;2306200.0
2015.0;Goods-Producing Sector;459100.0
2015.0;Agriculture;22200.0
2015.0;   Crop Production;12400.0
2015.0;   Animal Production;6800.0
2015.0;   Mix farming;
2015.0;   Support Activities for Agriculture;1600.0
2015.0;Forestry, fishing, mining, quarrying, oil and gas;48300.0
2015.0;   Forestry and Logging with support activities;19400.0
2015.0;   Fishing, Hunting and Trapping;1600.0
2015.0;   Mining and Oil and Gas Extraction;27400.0
2015.0;      Oil and Gas Extraction;5100.0
2015.0;      Mining (except Oil and Gas) & Mix Mining;14600.0
2015.0;      Support Activities for Mining and Oil and Gas Extraction;7600.0
2015.0;Utilities;14500.0
2015.0;Construction;201500.0
2015.0;  Construction of Buildings;67000.0
2015.0;     Residential Building Construction;57000.0
2015.0;     Non-residential Building Construction;10100.0
2015.0;  Heavy and Civil Engineering Construction;21200.0
2015.0;     Utility System Construction;7800.0
2015.0;     Land Subdivision;3600.0
2015.0;     Highway, Street and Bridge Construction;7800.0
2015.0;     Other Heavy and Civil Engineering Construction;2000.0
2015.0;   Trade Contracting;113200.0
2015.0;     Foundation Structure and Building Exterior Contractors;25600.0
2015.0;     Building Equipment Contractors;44600.0
2015.0;     Building Finishing Contractors;30500.0
2015.0;     Other Specialty Trade Contractors;12600.0
2015.0;Manufacturing;172500.0
2015.0;   Food Manufacturing;26600.0
2015.0;   Beverage and Tobacco Product Manufacturing;6400.0
2015.0;   Textile Mills & Textile Product Mills;
2015.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3300.0
2015.0;   Wood Product Manufacturing;36000.0
2015.0;   Paper Manufacturing;10100.0
2015.0;   Printing and Related Support Activities;8500.0
2015.0;   Petroleum and Coal Products Manufacturing;
2015.0;   Chemical Manufacturing;8700.0
2015.0;   Plastics and Rubber Products Manufacturing;4800.0
2015.0;   Non-Metallic Mineral Product Manufacturing;5000.0
2015.0;   Primary Metal Manufacturing;5000.0
2015.0;   Fabricated Metal Product Manufacturing;15700.0
2015.0;   Machinery Manufacturing;7900.0
2015.0;   Computer and Electronic Product Manufacturing;7200.0
2015.0;   Electrical Equipment, Appliance and Component Manufacturing;3600.0
2015.0;   Transportation Equipment Manufacturing;8200.0
2015.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;3900.0
2015.0;      Other Transportation Equipment Manufacturing;4300.0
2015.0;   Furniture and Related Product Manufacturing;3900.0
2015.0;   Miscellaneous Manufacturing;10000.0
2015.0;  Durables;102500.0
2015.0;  Non-durables;70100.0
2015.0;Services-Producing Sector;1847200.0
2015.0;Trade;352900.0
2015.0;   Wholesale;84900.0
2015.0;      Farm Product Wholesaler-Distributors;
2015.0;      Petroleum Product Wholesaler-Distributors;1500.0
2015.0;      Food, Beverage and Tobacco Wholesaler-Distributors;14600.0
2015.0;      Personal and Household Goods Wholesaler-Distributors;8700.0
2015.0;      Motor Vehicle and Parts Wholesaler-Distributors;5800.0
2015.0;      Building Material and Supplies Wholesaler-Distributors;14100.0
2015.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;26500.0
2015.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;13300.0
2015.0;   Retail;268000.0
2015.0;      Motor Vehicle and Parts Dealers;34500.0
2015.0;      Furniture and Home Furnishings Stores;12400.0
2015.0;      Electronics and Appliance Stores;12300.0
2015.0;      Building Material and Garden Equipment and Supplies Dealers;17100.0
2015.0;      Food and Beverage Stores;63000.0
2015.0;      Health and Personal Care Stores;24700.0
2015.0;      Gasoline Stations;6800.0
2015.0;      Clothing and Clothing Accessories Stores;28700.0
2015.0;      Sporting Goods, Hobby, Book and Music Stores;14300.0
2015.0;      General Merchandise Stores;25900.0
2015.0;      Miscellaneous Store Retailers;19500.0
2015.0;      Non-Store Retailers;8700.0
2015.0;Transportation and Warehousing;140000.0
2015.0;   Transportation;132900.0
2015.0;      Air Transportation;14900.0
2015.0;      Rail Transportation;6000.0
2015.0;      Water Transportation;6300.0
2015.0;      Truck Transportation;39900.0
2015.0;      Transit and Ground Passenger Transportation;18600.0
2015.0;      Pipeline Transportation;
2015.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;29500.0
2015.0;      Postal Service;8500.0
2015.0;      Couriers and Messengers;8700.0
2015.0;   Warehousing and Storage;7100.0
2015.0;Finance, Insurance, Real Estate and Leasing;128600.0
2015.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;39200.0
2015.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;17600.0
2015.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;29000.0
2015.0;   Real Estate;36300.0
2015.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;6500.0
2015.0;Professional, Scientific and Technical Services;188100.0
2015.0;   Legal Services;21000.0
2015.0;   Accounting and Tax Preparation;22500.0
2015.0;   Architectural, Engineering and Design Services;50400.0
2015.0;   Computer System Design Services;48000.0
2015.0;   Management, Scientific and Technical Services;26900.0
2015.0;   Advertising and Related Services;8400.0
2015.0;   Other Professional Services;10900.0
2015.0;Business, Building and Other Support Services;93500.0
2015.0;   Employment Services;5500.0
2015.0;   Business Services;9100.0
2015.0;   Travelling Services;9300.0
2015.0;   Security Services;17200.0
2015.0;   Building Services;37800.0
2015.0;   Management of Enterprises and Other Administrative Services;6900.0
2015.0;   Waste Management and Remediation Services;7700.0
2015.0;Educational Services;163400.0
2015.0;   Primary and Secondary;91100.0
2015.0;   Post-Secondary;11200.0
2015.0;   University;35200.0
2015.0;   Other Schools and Educational Support;26000.0
2015.0;Health Care and Social Assistance;287400.0
2015.0;   Ambulatory Health Care Services;82800.0
2015.0;   Hospitals;97100.0
2015.0;   Nursing and Residential Care Facilities;47400.0
2015.0;   Social Assistance;60100.0
2015.0;Information, culture and recreation;114500.0
2015.0;   Publishing Industries;13800.0
2015.0;   Motion Picture and Sound Recording Industries;14400.0
2015.0;   Broadcasting and Telecommunications;20100.0
2015.0;   Information Services and Data Processing Services;6200.0
2015.0;   Performing Arts, Spectator Sports and Related Industries;16600.0
2015.0;   Heritage Institutions;3100.0
2015.0;   Amusement, Gambling and Recreation Industries;40300.0
2015.0;Accommodation and food services;177500.0
2015.0;   Accommodation Services;32000.0
2015.0;   Food Services and Drinking Places;145500.0
2015.0;Other services;105100.0
2015.0;   Repair and Maintenance;28800.0
2015.0;   Personal and Laundry Services;41300.0
2015.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;25900.0
2015.0;   Private Households;9100.0
2015.0;Public administration;96100.0
2015.0;   Federal Government Public Administration (including Defence Services);35600.0
2015.0;   Provincial and Territorial Public Administration;27400.0
2015.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;33200.0
2016.0;All industries;2379500.0
2016.0;Goods-Producing Sector;470100.0
2016.0;Agriculture;24400.0
2016.0;   Crop Production;13500.0
2016.0;   Animal Production;8900.0
2016.0;   Mix farming;
2016.0;   Support Activities for Agriculture;
2016.0;Forestry, fishing, mining, quarrying, oil and gas;50800.0
2016.0;   Forestry and Logging with support activities;19400.0
2016.0;   Fishing, Hunting and Trapping;1600.0
2016.0;   Mining and Oil and Gas Extraction;29800.0
2016.0;      Oil and Gas Extraction;3900.0
2016.0;      Mining (except Oil and Gas) & Mix Mining;16600.0
2016.0;      Support Activities for Mining and Oil and Gas Extraction;9300.0
2016.0;Utilities;13500.0
2016.0;Construction;211300.0
2016.0;  Construction of Buildings;68700.0
2016.0;     Residential Building Construction;58800.0
2016.0;     Non-residential Building Construction;9900.0
2016.0;  Heavy and Civil Engineering Construction;21200.0
2016.0;     Utility System Construction;5700.0
2016.0;     Land Subdivision;5500.0
2016.0;     Highway, Street and Bridge Construction;8600.0
2016.0;     Other Heavy and Civil Engineering Construction;1500.0
2016.0;   Trade Contracting;121500.0
2016.0;     Foundation Structure and Building Exterior Contractors;27800.0
2016.0;     Building Equipment Contractors;50100.0
2016.0;     Building Finishing Contractors;28900.0
2016.0;     Other Specialty Trade Contractors;14700.0
2016.0;Manufacturing;170100.0
2016.0;   Food Manufacturing;29500.0
2016.0;   Beverage and Tobacco Product Manufacturing;7400.0
2016.0;   Textile Mills & Textile Product Mills;2300.0
2016.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3300.0
2016.0;   Wood Product Manufacturing;32000.0
2016.0;   Paper Manufacturing;8500.0
2016.0;   Printing and Related Support Activities;4500.0
2016.0;   Petroleum and Coal Products Manufacturing;
2016.0;   Chemical Manufacturing;6100.0
2016.0;   Plastics and Rubber Products Manufacturing;5100.0
2016.0;   Non-Metallic Mineral Product Manufacturing;4400.0
2016.0;   Primary Metal Manufacturing;3100.0
2016.0;   Fabricated Metal Product Manufacturing;13800.0
2016.0;   Machinery Manufacturing;10200.0
2016.0;   Computer and Electronic Product Manufacturing;8100.0
2016.0;   Electrical Equipment, Appliance and Component Manufacturing;4000.0
2016.0;   Transportation Equipment Manufacturing;9100.0
2016.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;2900.0
2016.0;      Other Transportation Equipment Manufacturing;6200.0
2016.0;   Furniture and Related Product Manufacturing;6900.0
2016.0;   Miscellaneous Manufacturing;10900.0
2016.0;  Durables;102700.0
2016.0;  Non-durables;67400.0
2016.0;Services-Producing Sector;1909400.0
2016.0;Trade;369900.0
2016.0;   Wholesale;89700.0
2016.0;      Farm Product Wholesaler-Distributors;
2016.0;      Petroleum Product Wholesaler-Distributors;
2016.0;      Food, Beverage and Tobacco Wholesaler-Distributors;15500.0
2016.0;      Personal and Household Goods Wholesaler-Distributors;9800.0
2016.0;      Motor Vehicle and Parts Wholesaler-Distributors;6500.0
2016.0;      Building Material and Supplies Wholesaler-Distributors;15400.0
2016.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;23500.0
2016.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;17100.0
